Layers,Result,Rate,Iterations
"(8, 5)",0.7429559279541932,0.4,5000
"(8, 5)",0.7671678416805406,0.5,5000
"(8, 5)",0.7750451821276565,0.6000000000000001,5000
"(8, 5)",0.7724144543629498,0.7000000000000002,5000
"(8, 5)",0.7848456075111641,0.3,10000
"(8, 5)",0.7915004469843179,0.4,10000
"(8, 5)",0.7698582511103763,0.5,10000
"(8, 5)",0.7723981172654771,0.6000000000000001,10000
"(8, 5)",0.7122106363094244,0.7000000000000002,10000
"(8, 6)",0.3765856741058613,0.3,1
"(8, 6)",0.3902529067034844,0.4,1
"(8, 6)",0.3805400688656465,0.5,1
"(8, 6)",0.3924420041557397,0.6000000000000001,1
"(8, 6)",0.3653968629170501,0.7000000000000002,1
"(8, 6)",0.7797377177854626,0.3,5
"(8, 6)",0.6452412626875825,0.4,5
"(8, 6)",0.6239575855718407,0.5,5
"(8, 6)",0.4596993957330368,0.6000000000000001,5
"(8, 6)",0.46088572016556617,0.7000000000000002,5
"(8, 6)",0.7937718249226134,0.3,10
"(8, 6)",0.7419274306717099,0.4,10
"(8, 6)",0.7283620100232319,0.5,10
"(8, 6)",0.6720288224553705,0.6000000000000001,10
"(8, 6)",0.6839576639931522,0.7000000000000002,10
"(8, 6)",0.7846709466371605,0.3,50
"(8, 6)",0.7884856677938171,0.4,50
"(8, 6)",0.7856866953416357,0.5,50
"(8, 6)",0.7630156344948364,0.6000000000000001,50
"(8, 6)",0.677748287386979,0.7000000000000002,50
"(8, 6)",0.735539958670286,0.3,100
"(8, 6)",0.7918311946498839,0.4,100
"(8, 6)",0.7853945466238393,0.5,100
"(8, 6)",0.7251068520630489,0.6000000000000001,100
"(8, 6)",0.6902353787144854,0.7000000000000002,100
"(8, 6)",0.7875913371147731,0.3,500
"(8, 6)",0.7294513549993928,0.4,500
"(8, 6)",0.7517996117597635,0.5,500
"(8, 6)",0.7779324919753742,0.6000000000000001,500
"(8, 6)",0.7825982574753785,0.7000000000000002,500
"(8, 6)",0.7981388854822359,0.3,1000
"(8, 6)",0.781099111330421,0.4,1000
"(8, 6)",0.8138138273280588,0.5,1000
"(8, 6)",0.8234757026554694,0.6000000000000001,1000
"(8, 6)",0.8128996409051716,0.7000000000000002,1000
"(8, 6)",0.7625969136311065,0.3,5000
"(8, 6)",0.7862668406063028,0.4,5000
"(8, 6)",0.7801904866561618,0.5,5000
"(8, 6)",0.7957929406838394,0.6000000000000001,5000
"(8, 6)",0.7206239894450824,0.7000000000000002,5000
"(8, 6)",0.777462014024645,0.3,10000
"(8, 6)",0.7742325205199719,0.4,10000
"(8, 6)",0.7723960568395802,0.5,10000
"(8, 6)",0.7965337927858781,0.6000000000000001,10000
"(8, 6)",0.7354278337401656,0.7000000000000002,10000
"(8, 7)",0.3902529067034844,0.3,1
"(8, 7)",0.40918602630572776,0.4,1
"(8, 7)",0.3902529067034844,0.5,1
"(8, 7)",0.36420761053623696,0.6000000000000001,1
"(8, 7)",0.3752529067034843,0.7000000000000002,1
"(8, 7)",0.6316631398680081,0.3,5
"(8, 7)",0.6155728255849348,0.4,5
"(8, 7)",0.7085151139459075,0.5,5
"(8, 7)",0.5002542585341045,0.6000000000000001,5
"(8, 7)",0.4372961187466965,0.7000000000000002,5
"(8, 7)",0.7750313456291531,0.3,10
"(8, 7)",0.7797193130019808,0.4,10
"(8, 7)",0.7347729659146539,0.5,10
"(8, 7)",0.7519022048433813,0.6000000000000001,10
"(8, 7)",0.7337856685856636,0.7000000000000002,10
"(8, 7)",0.7645674729776004,0.3,50
"(8, 7)",0.780807123825338,0.4,50
"(8, 7)",0.7639466031461022,0.5,50
"(8, 7)",0.7197114526397393,0.6000000000000001,50
"(8, 7)",0.7340782796416507,0.7000000000000002,50
"(8, 7)",0.8253946448792184,0.3,100
"(8, 7)",0.7862086070330353,0.4,100
"(8, 7)",0.7565225354355789,0.5,100
"(8, 7)",0.7828796042370467,0.6000000000000001,100
"(8, 7)",0.7189710209413753,0.7000000000000002,100
"(8, 7)",0.7931184018820936,0.3,500
"(8, 7)",0.7770220325279373,0.4,500
"(8, 7)",0.778863513140903,0.5,500
"(8, 7)",0.8083901908522619,0.6000000000000001,500
"(8, 7)",0.782632448419404,0.7000000000000002,500
"(8, 7)",0.763452425575812,0.3,1000
"(8, 7)",0.7804660610747381,0.4,1000
"(8, 7)",0.7884592996846447,0.5,1000
"(8, 7)",0.7494342445888281,0.6000000000000001,1000
"(8, 7)",0.7076187161187162,0.7000000000000002,1000
"(8, 7)",0.768171930939843,0.3,5000
"(8, 7)",0.7635104303546707,0.4,5000
"(8, 7)",0.7957137344468064,0.5,5000
"(8, 7)",0.7811441759270961,0.6000000000000001,5000
"(8, 7)",0.7827933723460039,0.7000000000000002,5000
"(8, 7)",0.7659736152408805,0.3,10000
"(8, 7)",0.7638458924290921,0.4,10000
"(8, 7)",0.7846196136333055,0.5,10000
"(8, 7)",0.6957907108362487,0.6000000000000001,10000
"(8, 7)",0.7341683361326298,0.7000000000000002,10000
"(8, 9)",0.3903804984100235,0.3,1
"(8, 9)",0.42419341013597867,0.4,1
"(8, 9)",0.3902529067034844,0.5,1
"(8, 9)",0.3902529067034844,0.6000000000000001,1
"(8, 9)",0.3725605990111767,0.7000000000000002,1
"(8, 9)",0.6834829643426311,0.3,5
"(8, 9)",0.4916882394572755,0.4,5
"(8, 9)",0.6339270410115188,0.5,5
"(8, 9)",0.5748041208604955,0.6000000000000001,5
"(8, 9)",0.5487653643478418,0.7000000000000002,5
"(8, 9)",0.7710886879825349,0.3,10
"(8, 9)",0.7695837067088419,0.4,10
"(8, 9)",0.7730242302234057,0.5,10
"(8, 9)",0.7669350481495789,0.6000000000000001,10
"(8, 9)",0.6870295977681378,0.7000000000000002,10
"(8, 9)",0.7752668158754931,0.3,50
"(8, 9)",0.7750526618974922,0.4,50
"(8, 9)",0.7611818968350262,0.5,50
"(8, 9)",0.7758598246778463,0.6000000000000001,50
"(8, 9)",0.7664268958263016,0.7000000000000002,50
"(8, 9)",0.8067471618138853,0.3,100
"(8, 9)",0.7343353055650538,0.4,100
"(8, 9)",0.7756889233417976,0.5,100
"(8, 9)",0.7908357707314064,0.6000000000000001,100
"(8, 9)",0.7841669644306561,0.7000000000000002,100
"(8, 9)",0.7790689167569292,0.3,500
"(8, 9)",0.7740356270937765,0.4,500
"(8, 9)",0.7601795315579464,0.5,500
"(8, 9)",0.813386656298421,0.6000000000000001,500
"(8, 9)",0.6806007430036602,0.7000000000000002,500
"(8, 9)",0.7911920041257077,0.3,1000
"(8, 9)",0.72750515000515,0.4,1000
"(8, 9)",0.7194468349361365,0.5,1000
"(8, 9)",0.7119539866368151,0.6000000000000001,1000
"(8, 9)",0.7258264702661986,0.7000000000000002,1000
"(8, 9)",0.7527920697883065,0.3,5000
"(8, 9)",0.7749269538425014,0.4,5000
"(8, 9)",0.7758994601751088,0.5,5000
"(8, 9)",0.7548732128086967,0.6000000000000001,5000
"(8, 9)",0.709671345793297,0.7000000000000002,5000
"(8, 9)",0.7851894566072454,0.3,10000
"(8, 9)",0.7958373968888338,0.4,10000
"(8, 9)",0.7413495763495763,0.5,10000
"(8, 9)",0.775861237575634,0.6000000000000001,10000
"(8, 9)",0.6930823959060722,0.7000000000000002,10000
"(9, 1)",0.3547947127235513,0.3,1
"(9, 1)",0.3805400688656465,0.4,1
"(9, 1)",0.38654634299692064,0.5,1
"(9, 1)",0.43401359046416815,0.6000000000000001,1
"(9, 1)",0.3902529067034844,0.7000000000000002,1
"(9, 1)",0.5743078984169236,0.3,5
"(9, 1)",0.66751153460717,0.4,5
"(9, 1)",0.4906560021065798,0.5,5
"(9, 1)",0.5176155133980872,0.6000000000000001,5
"(9, 1)",0.5400284127595538,0.7000000000000002,5
"(9, 1)",0.7458752200018279,0.3,10
"(9, 1)",0.6279430178697358,0.4,10
"(9, 1)",0.6746154743752696,0.5,10
"(9, 1)",0.6213268354381879,0.6000000000000001,10
"(9, 1)",0.46495643641395334,0.7000000000000002,10
"(9, 1)",0.7105017143056075,0.3,50
"(9, 1)",0.6797234935749866,0.4,50
"(9, 1)",0.6813121037452532,0.5,50
"(9, 1)",0.6170356993264347,0.6000000000000001,50
"(9, 1)",0.6677675020557577,0.7000000000000002,50
"(9, 1)",0.7725684646095397,0.3,100
"(9, 1)",0.7572632020640988,0.4,100
"(9, 1)",0.6160898149422422,0.5,100
"(9, 1)",0.6716754203278101,0.6000000000000001,100
"(9, 1)",0.5492906288748227,0.7000000000000002,100
"(9, 1)",0.7633819514854758,0.3,500
"(9, 1)",0.6234402680608497,0.4,500
"(9, 1)",0.5363777920356868,0.5,500
"(9, 1)",0.6866697012896854,0.6000000000000001,500
"(9, 1)",0.6375655854736931,0.7000000000000002,500
"(9, 1)",0.7497650485188436,0.3,1000
"(9, 1)",0.749095780810177,0.4,1000
"(9, 1)",0.6723340165729541,0.5,1000
"(9, 1)",0.6045401135019204,0.6000000000000001,1000
"(9, 1)",0.6389273326679699,0.7000000000000002,1000
"(9, 1)",0.681137705613525,0.3,5000
"(9, 1)",0.6580631117644701,0.4,5000
"(9, 1)",0.7120979122744827,0.5,5000
"(9, 1)",0.4524778946614962,0.6000000000000001,5000
"(9, 1)",0.5867631109117177,0.7000000000000002,5000
"(9, 1)",0.7172492681958824,0.3,10000
"(9, 1)",0.7957859890176631,0.4,10000
"(9, 1)",0.7192866625324494,0.5,10000
"(9, 1)",0.5800344185973305,0.6000000000000001,10000
"(9, 1)",0.6274072872271595,0.7000000000000002,10000
"(9, 2)",0.40472750847391187,0.3,1
"(9, 2)",0.3725605990111767,0.4,1
"(9, 2)",0.45895280686038076,0.5,1
"(9, 2)",0.3752529067034843,0.6000000000000001,1
"(9, 2)",0.3902529067034844,0.7000000000000002,1
"(9, 2)",0.7313910587376873,0.3,5
"(9, 2)",0.6904757138790181,0.4,5
"(9, 2)",0.5821779970367904,0.5,5
"(9, 2)",0.578749036629959,0.6000000000000001,5
"(9, 2)",0.4303444962049873,0.7000000000000002,5
"(9, 2)",0.739807314953866,0.3,10
"(9, 2)",0.7748388522530456,0.4,10
"(9, 2)",0.7821604416289388,0.5,10
"(9, 2)",0.6834205359205359,0.6000000000000001,10
"(9, 2)",0.5614839160495025,0.7000000000000002,10
"(9, 2)",0.8103561339388644,0.3,50
"(9, 2)",0.6816719164152288,0.4,50
"(9, 2)",0.7583763659240798,0.5,50
"(9, 2)",0.7585133810912799,0.6000000000000001,50
"(9, 2)",0.6117085798071553,0.7000000000000002,50
"(9, 2)",0.7772101042818054,0.3,100
"(9, 2)",0.7981698912915616,0.4,100
"(9, 2)",0.7256463979142258,0.5,100
"(9, 2)",0.7366845826705231,0.6000000000000001,100
"(9, 2)",0.6479889453477387,0.7000000000000002,100
"(9, 2)",0.7860513766884735,0.3,500
"(9, 2)",0.7498564697792769,0.4,500
"(9, 2)",0.6800127128813462,0.5,500
"(9, 2)",0.6665804699934963,0.6000000000000001,500
"(9, 2)",0.712850395504979,0.7000000000000002,500
"(9, 2)",0.7025754475869485,0.3,1000
"(9, 2)",0.7865735577068345,0.4,1000
"(9, 2)",0.6605989503750631,0.5,1000
"(9, 2)",0.760166811681571,0.6000000000000001,1000
"(9, 2)",0.6650021267492436,0.7000000000000002,1000
"(9, 2)",0.7720369492857543,0.3,5000
"(9, 2)",0.7875491391600795,0.4,5000
"(9, 2)",0.7665438116492588,0.5,5000
"(9, 2)",0.7411317311461695,0.6000000000000001,5000
"(9, 2)",0.785431274632836,0.7000000000000002,5000
"(9, 2)",0.7708942554611349,0.3,10000
"(9, 2)",0.7680648021788944,0.4,10000
"(9, 2)",0.760921832135599,0.5,10000
"(9, 2)",0.7395569170120616,0.6000000000000001,10000
"(9, 2)",0.6869434014796918,0.7000000000000002,10000
"(9, 3)",0.3902529067034844,0.3,1
"(9, 3)",0.3867007831513608,0.4,1
"(9, 3)",0.4164803378089643,0.5,1
"(9, 3)",0.3902529067034844,0.6000000000000001,1
"(9, 3)",0.3902529067034844,0.7000000000000002,1
"(9, 3)",0.6918554771191687,0.3,5
"(9, 3)",0.6772304751380489,0.4,5
"(9, 3)",0.6604216581953846,0.5,5
"(9, 3)",0.4751517974270528,0.6000000000000001,5
"(9, 3)",0.48047823692881464,0.7000000000000002,5
"(9, 3)",0.7955986975671946,0.3,10
"(9, 3)",0.8146590179343104,0.4,10
"(9, 3)",0.7005689522465838,0.5,10
"(9, 3)",0.6961859628249788,0.6000000000000001,10
"(9, 3)",0.6381717977695683,0.7000000000000002,10
"(9, 3)",0.7724533539670457,0.3,50
"(9, 3)",0.8007547820711054,0.4,50
"(9, 3)",0.7376037115619327,0.5,50
"(9, 3)",0.7246478329051138,0.6000000000000001,50
"(9, 3)",0.6326580269677713,0.7000000000000002,50
"(9, 3)",0.7911028346175069,0.3,100
"(9, 3)",0.7800479662180486,0.4,100
"(9, 3)",0.7596195113321728,0.5,100
"(9, 3)",0.7080462843749108,0.6000000000000001,100
"(9, 3)",0.7135443886793574,0.7000000000000002,100
"(9, 3)",0.7900558881770032,0.3,500
"(9, 3)",0.7461622394993671,0.4,500
"(9, 3)",0.7762465034965035,0.5,500
"(9, 3)",0.7858299611078843,0.6000000000000001,500
"(9, 3)",0.6839495367495065,0.7000000000000002,500
"(9, 3)",0.7890170893059147,0.3,1000
"(9, 3)",0.7746621273996633,0.4,1000
"(9, 3)",0.7786924223783807,0.5,1000
"(9, 3)",0.7381346428621222,0.6000000000000001,1000
"(9, 3)",0.6358991229267003,0.7000000000000002,1000
"(9, 3)",0.757249082911248,0.3,5000
"(9, 3)",0.8039328939812995,0.4,5000
"(9, 3)",0.7693810418878282,0.5,5000
"(9, 3)",0.7530049326695972,0.6000000000000001,5000
"(9, 3)",0.6272455011911184,0.7000000000000002,5000
"(9, 3)",0.7413104445137912,0.3,10000
"(9, 3)",0.7490952854242453,0.4,10000
"(9, 3)",0.7683793298205063,0.5,10000
"(9, 3)",0.7032924660556141,0.6000000000000001,10000
"(9, 3)",0.6803928520908172,0.7000000000000002,10000
"(9, 4)",0.4322370336876114,0.3,1
"(9, 4)",0.38654634299692064,0.4,1
"(9, 4)",0.38607578315136076,0.5,1
"(9, 4)",0.3653968629170501,0.6000000000000001,1
"(9, 4)",0.3902529067034844,0.7000000000000002,1
"(9, 4)",0.6791105276448428,0.3,5
"(9, 4)",0.6889281152376195,0.4,5
"(9, 4)",0.6410488533473285,0.5,5
"(9, 4)",0.4569347802146262,0.6000000000000001,5
"(9, 4)",0.46394139638083487,0.7000000000000002,5
"(9, 4)",0.7909209483847671,0.3,10
"(9, 4)",0.7149669839203575,0.4,10
"(9, 4)",0.8232924918824285,0.5,10
"(9, 4)",0.7286824712368191,0.6000000000000001,10
"(9, 4)",0.5733361722810291,0.7000000000000002,10
"(9, 4)",0.7970569215552118,0.3,50
"(9, 4)",0.797148067347037,0.4,50
"(9, 4)",0.7775874317613619,0.5,50
"(9, 4)",0.7772510107355842,0.6000000000000001,50
"(9, 4)",0.614720321825585,0.7000000000000002,50
"(9, 4)",0.7987205549525034,0.3,100
"(9, 4)",0.7724259344780512,0.4,100
"(9, 4)",0.7459476930646909,0.5,100
"(9, 4)",0.7821410073028314,0.6000000000000001,100
"(9, 4)",0.7016627878258794,0.7000000000000002,100
"(9, 4)",0.7986441864016236,0.3,500
"(9, 4)",0.7826225063547578,0.4,500
"(9, 4)",0.7076205694664113,0.5,500
"(9, 4)",0.7723356118630607,0.6000000000000001,500
"(9, 4)",0.7200349147007803,0.7000000000000002,500
"(9, 4)",0.7503883735952012,0.3,1000
"(9, 4)",0.7742184001326708,0.4,1000
"(9, 4)",0.7543734019102295,0.5,1000
"(9, 4)",0.6915399781205268,0.6000000000000001,1000
"(9, 4)",0.73130617867813,0.7000000000000002,1000
"(9, 4)",0.7646697589269494,0.3,5000
"(9, 4)",0.7902209360285241,0.4,5000
"(9, 4)",0.8049532433419351,0.5,5000
"(9, 4)",0.7465139507062101,0.6000000000000001,5000
"(9, 4)",0.684511593307325,0.7000000000000002,5000
"(9, 4)",0.7770893632081712,0.3,10000
"(9, 4)",0.7817579551450519,0.4,10000
"(9, 4)",0.7880284098105413,0.5,10000
"(9, 4)",0.7113148056037645,0.6000000000000001,10000
"(9, 4)",0.7223175970711461,0.7000000000000002,10000
"(9, 5)",0.3902529067034844,0.3,1
"(9, 5)",0.3902529067034844,0.4,1
"(9, 5)",0.3902529067034844,0.5,1
"(9, 5)",0.3805400688656465,0.6000000000000001,1
"(9, 5)",0.3902529067034844,0.7000000000000002,1
"(9, 5)",0.7346276731819061,0.3,5
"(9, 5)",0.6736785364004116,0.4,5
"(9, 5)",0.4766113763610555,0.5,5
"(9, 5)",0.4863511363639733,0.6000000000000001,5
"(9, 5)",0.4595629751800267,0.7000000000000002,5
"(9, 5)",0.7740811665241873,0.3,10
"(9, 5)",0.8001464973152814,0.4,10
"(9, 5)",0.8198371163647555,0.5,10
"(9, 5)",0.7338974022322613,0.6000000000000001,10
"(9, 5)",0.6893264375597195,0.7000000000000002,10
"(9, 5)",0.7735132723415455,0.3,50
"(9, 5)",0.7798640712323577,0.4,50
"(9, 5)",0.793982920984048,0.5,50
"(9, 5)",0.8110776936440167,0.6000000000000001,50
"(9, 5)",0.7637047336127885,0.7000000000000002,50
"(9, 5)",0.7693686497660961,0.3,100
"(9, 5)",0.7571608841389722,0.4,100
"(9, 5)",0.7703880625476736,0.5,100
"(9, 5)",0.7938765145203439,0.6000000000000001,100
"(9, 5)",0.6987987177715662,0.7000000000000002,100
"(9, 5)",0.7823747464214856,0.3,500
"(9, 5)",0.7744644644194109,0.4,500
"(9, 5)",0.8000697125177677,0.5,500
"(9, 5)",0.6758976893982422,0.6000000000000001,500
"(9, 5)",0.7044492345883511,0.7000000000000002,500
"(9, 5)",0.7881135235962086,0.3,1000
"(9, 5)",0.8063196669270652,0.4,1000
"(9, 5)",0.7907472388689091,0.5,1000
"(9, 5)",0.698667049849485,0.6000000000000001,1000
"(9, 5)",0.7729951910928582,0.7000000000000002,1000
"(9, 5)",0.7664485520869292,0.3,5000
"(9, 5)",0.770053719070747,0.4,5000
"(9, 5)",0.7355581163903591,0.5,5000
"(9, 5)",0.7835204370351093,0.6000000000000001,5000
"(9, 5)",0.726038822646954,0.7000000000000002,5000
"(9, 5)",0.7507362366616931,0.3,10000
"(9, 5)",0.7607577961859681,0.4,10000
"(9, 5)",0.7466430013322028,0.5,10000
"(9, 5)",0.7927840327401932,0.6000000000000001,10000
"(9, 5)",0.736176671916049,0.7000000000000002,10000
"(9, 6)",0.43401359046416815,0.3,1
"(9, 6)",0.41554689625052277,0.4,1
"(9, 6)",0.38654634299692064,0.5,1
"(9, 6)",0.4472688439825796,0.6000000000000001,1
"(9, 6)",0.3805400688656465,0.7000000000000002,1
"(9, 6)",0.7754774683738066,0.3,5
"(9, 6)",0.6906313239207977,0.4,5
"(9, 6)",0.5556809019467542,0.5,5
"(9, 6)",0.5219898013804471,0.6000000000000001,5
"(9, 6)",0.4095880401637119,0.7000000000000002,5
"(9, 6)",0.7926077647827091,0.3,10
"(9, 6)",0.7882383673189162,0.4,10
"(9, 6)",0.7526705570999049,0.5,10
"(9, 6)",0.7807508856114397,0.6000000000000001,10
"(9, 6)",0.6521881444312391,0.7000000000000002,10
"(9, 6)",0.7979074333842974,0.3,50
"(9, 6)",0.8145447374097259,0.4,50
"(9, 6)",0.6651641048351575,0.5,50
"(9, 6)",0.682430067643129,0.6000000000000001,50
"(9, 6)",0.6859480074560362,0.7000000000000002,50
"(9, 6)",0.7546356236811176,0.3,100
"(9, 6)",0.7905889151519745,0.4,100
"(9, 6)",0.6813596285113313,0.5,100
"(9, 6)",0.7087189052596758,0.6000000000000001,100
"(9, 6)",0.6171241022052103,0.7000000000000002,100
"(9, 6)",0.7837619542836233,0.3,500
"(9, 6)",0.7772433804210254,0.4,500
"(9, 6)",0.7296460815121774,0.5,500
"(9, 6)",0.7726246084452421,0.6000000000000001,500
"(9, 6)",0.7196237660365115,0.7000000000000002,500
"(9, 6)",0.7694696164098785,0.3,1000
"(9, 6)",0.7893238632966708,0.4,1000
"(9, 6)",0.8027572168405122,0.5,1000
"(9, 6)",0.7751253064548065,0.6000000000000001,1000
"(9, 6)",0.7489267275233019,0.7000000000000002,1000
"(9, 6)",0.7611140946327454,0.3,5000
"(9, 6)",0.8032726262484455,0.4,5000
"(9, 6)",0.7166793682615185,0.5,5000
"(9, 6)",0.7644333819072908,0.6000000000000001,5000
"(9, 6)",0.7717002442002442,0.7000000000000002,5000
"(9, 6)",0.8235162413446748,0.3,10000
"(9, 6)",0.80290865112757,0.4,10000
"(9, 6)",0.7591506064224031,0.5,10000
"(9, 6)",0.6768898229753494,0.6000000000000001,10000
"(9, 6)",0.7443458488821391,0.7000000000000002,10000
"(9, 7)",0.3902529067034844,0.3,1
"(9, 7)",0.46096678789138956,0.4,1
"(9, 7)",0.36761408096761256,0.5,1
"(9, 7)",0.4182994739205177,0.6000000000000001,1
"(9, 7)",0.3902529067034844,0.7000000000000002,1
"(9, 7)",0.7288345675828327,0.3,5
"(9, 7)",0.5997875411860336,0.4,5
"(9, 7)",0.48584946291493153,0.5,5
"(9, 7)",0.5904510371086109,0.6000000000000001,5
"(9, 7)",0.3902529067034844,0.7000000000000002,5
"(9, 7)",0.813022575145871,0.3,10
"(9, 7)",0.732262244349372,0.4,10
"(9, 7)",0.7349936964438737,0.5,10
"(9, 7)",0.7140444374467838,0.6000000000000001,10
"(9, 7)",0.6350054796354606,0.7000000000000002,10
"(9, 7)",0.7651759418339874,0.3,50
"(9, 7)",0.7896287739317362,0.4,50
"(9, 7)",0.783718608409945,0.5,50
"(9, 7)",0.7410811278078187,0.6000000000000001,50
"(9, 7)",0.7209844727638038,0.7000000000000002,50
"(9, 7)",0.7419979030571919,0.3,100
"(9, 7)",0.7611942395193798,0.4,100
"(9, 7)",0.7829598551393192,0.5,100
"(9, 7)",0.7948272285167769,0.6000000000000001,100
"(9, 7)",0.6983947663222482,0.7000000000000002,100
"(9, 7)",0.7848784161065695,0.3,500
"(9, 7)",0.7714821837553235,0.4,500
"(9, 7)",0.7416897891222649,0.5,500
"(9, 7)",0.729328415381047,0.6000000000000001,500
"(9, 7)",0.7722540663606028,0.7000000000000002,500
"(9, 7)",0.7901368821722238,0.3,1000
"(9, 7)",0.7688626373626374,0.4,1000
"(9, 7)",0.7472617072316214,0.5,1000
"(9, 7)",0.7627399604901316,0.6000000000000001,1000
"(9, 7)",0.6738145834386067,0.7000000000000002,1000
"(9, 7)",0.7724090704649512,0.3,5000
"(9, 7)",0.7896930376531894,0.4,5000
"(9, 7)",0.7842595853104821,0.5,5000
"(9, 7)",0.7627773405007978,0.6000000000000001,5000
"(9, 7)",0.7448148191958307,0.7000000000000002,5000
"(9, 7)",0.8130416995229034,0.3,10000
"(9, 7)",0.7973820579383564,0.4,10000
"(9, 7)",0.7670452835142083,0.5,10000
"(9, 7)",0.7812950227193245,0.6000000000000001,10000
"(9, 7)",0.7274946871634712,0.7000000000000002,10000
"(9, 8)",0.42079491212353864,0.3,1
"(9, 8)",0.38282256614620885,0.4,1
"(9, 8)",0.3725605990111767,0.5,1
"(9, 8)",0.3902529067034844,0.6000000000000001,1
"(9, 8)",0.41804183849241616,0.7000000000000002,1
"(9, 8)",0.6889413691168909,0.3,5
"(9, 8)",0.5399794372490536,0.4,5
"(9, 8)",0.5311952994751454,0.5,5
"(9, 8)",0.5053985836944694,0.6000000000000001,5
"(9, 8)",0.41691093419457526,0.7000000000000002,5
"(9, 8)",0.802358996991434,0.3,10
"(9, 8)",0.737570028184577,0.4,10
"(9, 8)",0.7686525750656186,0.5,10
"(9, 8)",0.6608991370297279,0.6000000000000001,10
"(9, 8)",0.7743967431384414,0.7000000000000002,10
"(9, 8)",0.7581334970271854,0.3,50
"(9, 8)",0.7689530649102151,0.4,50
"(9, 8)",0.7501712831593985,0.5,50
"(9, 8)",0.7724057798796888,0.6000000000000001,50
"(9, 8)",0.7748787063923981,0.7000000000000002,50
"(9, 8)",0.7774068072094388,0.3,100
"(9, 8)",0.7492164439420405,0.4,100
"(9, 8)",0.8007994957189798,0.5,100
"(9, 8)",0.722822302881744,0.6000000000000001,100
"(9, 8)",0.7782352764412123,0.7000000000000002,100
"(9, 8)",0.7436048262115238,0.3,500
"(9, 8)",0.7936484674256414,0.4,500
"(9, 8)",0.7775016184190507,0.5,500
"(9, 8)",0.7490461294856401,0.6000000000000001,500
"(9, 8)",0.712873495370635,0.7000000000000002,500
"(9, 8)",0.7658169918662936,0.3,1000
"(9, 8)",0.7787268476662892,0.4,1000
"(9, 8)",0.7757545835977754,0.5,1000
"(9, 8)",0.7337249143499144,0.6000000000000001,1000
"(9, 8)",0.681573440391479,0.7000000000000002,1000
"(9, 8)",0.8157596859178273,0.3,5000
"(9, 8)",0.7915795326423793,0.4,5000
"(9, 8)",0.7572446519153837,0.5,5000
"(9, 8)",0.7739658212158212,0.6000000000000001,5000
"(9, 8)",0.7895658560911233,0.7000000000000002,5000
"(9, 8)",0.7812901541207374,0.3,10000
"(9, 8)",0.7633299710936629,0.4,10000
"(9, 8)",0.7929569117243267,0.5,10000
"(9, 8)",0.7732588740670303,0.6000000000000001,10000
"(9, 8)",0.697915861732185,0.7000000000000002,10000
"(1, 2, 3)",0.3902529067034844,0.3,1
"(1, 2, 3)",0.3902529067034844,0.4,1
"(1, 2, 3)",0.3902529067034844,0.5,1
"(1, 2, 3)",0.35367782953832066,0.6000000000000001,1
"(1, 2, 3)",0.3902529067034844,0.7000000000000002,1
"(1, 2, 3)",0.3902529067034844,0.3,5
"(1, 2, 3)",0.35953860880990984,0.4,5
"(1, 2, 3)",0.3902529067034844,0.5,5
"(1, 2, 3)",0.3725605990111767,0.6000000000000001,5
"(1, 2, 3)",0.3790640955146732,0.7000000000000002,5
"(1, 2, 3)",0.48937424608798163,0.3,10
"(1, 2, 3)",0.4673581698613791,0.4,10
"(1, 2, 3)",0.4396439323445101,0.5,10
"(1, 2, 3)",0.4797130486636264,0.6000000000000001,10
"(1, 2, 3)",0.41691093419457526,0.7000000000000002,10
"(1, 2, 3)",0.7214239979544013,0.3,50
"(1, 2, 3)",0.7202746132498237,0.4,50
"(1, 2, 3)",0.6957358407618038,0.5,50
"(1, 2, 3)",0.5213278242941124,0.6000000000000001,50
"(1, 2, 3)",0.42994294639352404,0.7000000000000002,50
"(1, 2, 3)",0.687533342487461,0.3,100
"(1, 2, 3)",0.639344436293918,0.4,100
"(1, 2, 3)",0.6547627093583448,0.5,100
"(1, 2, 3)",0.6145073513299391,0.6000000000000001,100
"(1, 2, 3)",0.5044018147346321,0.7000000000000002,100
"(1, 2, 3)",0.7520046439068178,0.3,500
"(1, 2, 3)",0.7582671876019776,0.4,500
"(1, 2, 3)",0.6350773735341297,0.5,500
"(1, 2, 3)",0.5603125514012397,0.6000000000000001,500
"(1, 2, 3)",0.6570569738549746,0.7000000000000002,500
"(1, 2, 3)",0.7724995483500462,0.3,1000
"(1, 2, 3)",0.679335202518804,0.4,1000
"(1, 2, 3)",0.7164750884726169,0.5,1000
"(1, 2, 3)",0.5410767678523997,0.6000000000000001,1000
"(1, 2, 3)",0.5130259718251426,0.7000000000000002,1000
"(1, 2, 3)",0.7334643667911454,0.3,5000
"(1, 2, 3)",0.7096040289477357,0.4,5000
"(1, 2, 3)",0.7719670335847586,0.5,5000
"(1, 2, 3)",0.6642541834211262,0.6000000000000001,5000
"(1, 2, 3)",0.6053546106097422,0.7000000000000002,5000
"(1, 2, 3)",0.726767324883742,0.3,10000
"(1, 2, 3)",0.7455876498265704,0.4,10000
"(1, 2, 3)",0.5868353764443828,0.5,10000
"(1, 2, 3)",0.6631171389761452,0.6000000000000001,10000
